선수명,포지션,타율,타석,타수,득점,안타,2루타,3루타,홈런,타점,사구,볼넷,삼진,병살타,고의4구,희생번트,희생플라이,출루율,장타율,OPS,타순,팀명,1루타,도루허용,도루저지,수비 승리 기여도,득점권타율,추정득점
소크라테스,좌익수,0.358,102,95,16,34,3,0,7,20,2,4,18,0,2,0,1,0.392,0.611,1.003,6,KIA,24,9,2,-1.162,0.353,21.816000000000003
김선빈,2루수,0.299,151,137,15,41,6,0,4,17,3,9,16,3,0,1,0,0.356,0.431,0.787,6,KIA,31,3,0,-0.034,0.286,20.361999999999995
이창진,좌익수,0.182,16,11,3,2,1,0,0,0,0,3,2,1,0,2,0,0.357,0.273,0.63,6,KIA,1,3,1,-0.149,0.143,1.3440000000000007
소크라테스,좌익수,0.357,19,14,5,5,1,0,1,2,0,5,3,2,0,0,0,0.526,0.643,1.169,7,KIA,3,9,2,-1.162,0.353,4.766
최원준,중견수,0.31,77,71,12,22,2,1,1,11,0,6,13,2,0,0,0,0.364,0.408,0.772,7,KIA,18,17,8,0.201,0.349,10.205999999999998
김선빈,2루수,0.29,80,69,9,20,1,0,0,5,1,9,5,3,0,1,0,0.38,0.304,0.684,7,KIA,19,3,0,-0.034,0.286,8.639999999999999
서건창,2루수,0.262,74,61,12,16,4,1,1,6,1,11,10,1,0,1,0,0.384,0.41,0.794,7,KIA,10,3,1,-0.341,0.306,10.2
한준수,포수,0.261,26,23,3,6,1,0,0,0,1,2,3,0,1,0,0,0.346,0.304,0.65,7,KIA,5,0,0,0.211,0.268,2.5960000000000005
변우혁,1루수,0.25,55,52,6,13,2,2,1,2,0,3,15,3,0,0,0,0.291,0.423,0.714,7,KIA,8,1,0,-0.126,0.28,5.419999999999998
이창진,좌익수,0.219,45,32,5,7,0,0,0,2,0,11,7,0,0,2,0,0.419,0.219,0.638,7,KIA,7,3,1,-0.149,0.143,5.234
한준수,포수,0.308,180,159,24,49,13,0,4,28,1,15,30,4,0,0,5,0.361,0.465,0.826,8,KIA,32,0,0,0.211,0.268,26.789999999999996
김태군,포수,0.261,176,157,18,41,5,0,5,24,6,7,16,10,0,6,0,0.318,0.389,0.707,8,KIA,31,0,0,0.879,0.255,16.691999999999997
변우혁,1루수,0.25,13,12,3,3,1,0,0,1,1,0,2,1,0,0,0,0.308,0.333,0.641,8,KIA,2,1,0,-0.126,0.28,1.0440000000000005
홍종표,2루수,0.25,13,12,3,3,1,0,0,1,0,1,2,0,0,0,0,0.308,0.333,0.641,8,KIA,2,1,2,0.078,0.318,0.774
홍종표,2루수,0.317,46,41,6,13,1,2,0,3,1,2,12,0,0,2,0,0.364,0.439,0.803,9,KIA,10,1,2,0.078,0.318,5.824
최원준,중견수,0.3,150,130,19,39,10,1,3,18,3,15,18,2,0,2,0,0.385,0.462,0.847,9,KIA,25,17,8,0.201,0.349,22.686000000000003
박찬호,유격수,0.29,108,93,12,27,4,0,0,10,0,10,8,0,1,3,2,0.352,0.333,0.685,9,KIA,23,15,10,1.26,0.309,12.045999999999998
서건창,2루수,0.286,18,14,0,4,1,0,0,3,0,3,3,0,0,0,1,0.389,0.357,0.746,9,KIA,3,3,1,-0.341,0.306,2.906
이창진,좌익수,0.091,14,11,2,1,1,0,0,0,0,3,6,0,0,0,0,0.286,0.182,0.468,9,KIA,0,3,1,-0.149,0.143,1.012
